model_name,parameter_count_b,numa_nodes,physical_cores,logical_cores,thread_count,cpu_affinity,sm_enabled,benchmark_type,oversubscribed,input_tokens_target,input_tokens_actual,max_output_tokens,context_window,batch_size,load_time_s,file_size_gb,ttft_ms,percentile_ttft_p50,percentile_ttft_p95,decode_rate_tps,percentile_tps_p50,percentile_tps_p95,effective_throughput_tps,parallel_efficiency,per_token_latency_ms,total_runtime_s,static_ram_gb,peak_ram_gb,kv_cache_growth_mb_per_1k,avg_cpu_util_percent,avg_saturated_cores,timeout_s,status,tps_per_billion_params,ram_per_billion_params,ttft_ms_per_billion_params,cies_score
Pythia (3.8B),3.8,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,256,257,128,4096,1,0.76,2.31,103.52,103.52,104.59,,9.78,9.82,9.78,0.26,102.25,13.09,4.38,4.41,76.89,94.07,1.65,120,success,2.5737,1.1605,27.24,
Pythia (3.8B),3.8,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,1024,1027,128,4096,1,0.76,2.31,112.8,112.8,114.09,,9.02,9.04,9.02,0.25,110.86,14.19,4.38,4.47,76.89,95.55,2.24,300,success,2.3737,1.1763,29.68,
Pythia (3.8B),3.8,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,2048,2047,128,4096,1,0.76,2.31,124.16,124.16,125.14,,8.31,8.31,8.31,0.25,120.34,15.4,4.38,4.55,76.89,96.33,2.54,600,success,2.1868,1.1974,32.67,
Qwen3 (4B),4.0,1,2,4,1,[0],True,decode,False,short,28,256,4096,1,6.78,2.33,240.14,240.14,243.07,4.09,4.09,4.1,4.09,1.0,244.5,62.65,4.56,4.6,139.4,25.07,1.0,120,success,1.0225,1.15,60.03,0.2221
Qwen3 (4B),4.0,1,2,4,1,[0],True,decode,False,short,28,1024,4096,1,6.78,2.33,240.68,240.68,243.98,3.88,3.88,3.9,3.88,1.0,257.73,263.94,4.56,4.71,139.4,25.07,1.0,300,success,0.97,1.1775,60.17,0.2059
Qwen3 (4B),4.0,1,2,4,1,[0],True,decode,False,short,28,2048,4096,1,6.78,2.33,243.22,243.22,245.32,3.67,3.67,3.68,3.67,1.0,272.48,557.51,4.56,4.85,139.4,25.05,1.0,600,success,0.9175,1.2125,60.8,0.1893
Qwen3 (4B),4.0,1,2,4,1,[0],True,prefill,False,256,255,128,4096,1,6.78,2.33,249.18,249.18,251.92,,3.97,3.97,3.97,1.0,251.89,32.27,4.56,4.61,139.4,25.04,1.0,120,success,0.9925,1.1525,62.3,
Qwen3 (4B),4.0,1,2,4,1,[0],True,prefill,False,1024,1025,128,4096,1,6.78,2.33,275.32,275.32,276.37,,3.66,3.68,3.66,1.0,273.22,34.95,4.56,4.72,139.4,25.04,1.0,300,success,0.915,1.18,68.83,
Qwen3 (4B),4.0,1,2,4,1,[0],True,prefill,False,2048,2045,128,4096,1,6.78,2.33,300.84,300.84,301.85,,3.35,3.35,3.35,1.0,298.51,38.26,4.56,4.86,139.4,25.04,1.0,600,success,0.8375,1.215,75.21,
Qwen3 (4B),4.0,1,2,4,2,"[0, 1]",True,decode,False,short,28,256,4096,1,6.78,2.33,208.24,208.24,208.75,4.72,4.72,4.73,4.72,0.58,211.86,54.18,4.56,4.6,139.4,48.66,1.42,120,success,1.18,1.15,52.06,0.2568
Qwen3 (4B),4.0,1,2,4,2,"[0, 1]",True,decode,False,short,28,1024,4096,1,6.78,2.33,207.89,207.89,208.31,4.53,4.53,4.53,4.53,0.58,220.75,226.18,4.56,4.71,139.4,48.68,1.4,300,success,1.1325,1.1775,51.97,0.2403
Qwen3 (4B),4.0,1,2,4,2,"[0, 1]",True,decode,False,short,28,2048,4096,1,6.78,2.33,207.85,207.85,208.27,4.29,4.29,4.29,4.29,0.58,233.1,477.48,4.56,4.85,139.4,48.58,1.38,600,success,1.0725,1.2125,51.96,0.2211
Qwen3 (4B),4.0,1,2,4,2,"[0, 1]",True,prefill,False,256,255,128,4096,1,6.78,2.33,215.75,215.75,216.63,,4.63,4.63,4.63,0.58,215.98,27.66,4.56,4.61,139.4,48.88,1.51,120,success,1.1575,1.1525,53.94,
Qwen3 (4B),4.0,1,2,4,2,"[0, 1]",True,prefill,False,1024,1025,128,4096,1,6.78,2.33,235.07,235.07,235.09,,4.29,4.29,4.29,0.59,233.1,29.85,4.56,4.72,139.4,49.14,1.62,300,success,1.0725,1.18,58.77,
Qwen3 (4B),4.0,1,2,4,2,"[0, 1]",True,prefill,False,2048,2045,128,4096,1,6.78,2.33,258.66,258.66,259.36,,3.9,3.91,3.9,0.58,256.41,32.79,4.56,4.86,139.4,49.48,1.68,600,success,0.975,1.215,64.67,
Qwen3 (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,256,4096,1,6.78,2.33,127.69,127.69,128.41,8.17,8.17,8.18,8.17,0.5,122.4,31.35,4.56,4.6,139.4,86.57,0.08,120,success,2.0425,1.15,31.92,0.4439
Qwen3 (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,1024,4096,1,6.78,2.33,126.68,126.68,127.84,7.78,7.78,7.93,7.78,0.5,128.53,131.62,4.56,4.71,139.4,86.38,0.09,300,success,1.945,1.1775,31.67,0.4129
Qwen3 (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,2048,4096,1,6.78,2.33,127.06,127.06,132.4,7.31,7.31,7.36,7.31,0.5,136.8,280.02,4.56,4.85,139.4,85.58,0.08,600,success,1.8275,1.2125,31.77,0.377
Qwen3 (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,256,255,128,4096,1,6.78,2.33,135.15,135.15,139.33,,7.65,7.97,7.65,0.48,130.72,16.73,4.56,4.61,139.4,87.48,0.66,120,success,1.9125,1.1525,33.79,
Qwen3 (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,1024,1025,128,4096,1,6.78,2.33,150.15,150.15,151.52,,7.28,7.42,7.28,0.5,137.36,17.59,4.56,4.72,139.4,90.14,1.36,300,success,1.82,1.18,37.54,
Qwen3 (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,2048,2045,128,4096,1,6.78,2.33,164.56,164.56,167.48,,6.81,6.87,6.81,0.51,146.84,18.8,4.56,4.86,139.4,92.05,1.75,600,success,1.7025,1.215,41.14,
Qwen3 (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,256,4096,1,6.78,2.33,132.42,132.42,134.05,8.41,8.4,8.4,8.4,0.26,119.05,30.47,4.56,4.6,139.4,88.45,0.25,120,success,2.1,1.15,33.1,0.4568
Qwen3 (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,1024,4096,1,6.78,2.33,132.37,132.37,133.57,8.01,8.0,8.01,8.0,0.26,125.0,127.92,4.56,4.71,139.4,87.96,0.21,300,success,2.0,1.1775,33.09,0.4249
Qwen3 (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,2048,4096,1,6.78,2.33,128.56,128.56,131.14,7.35,7.35,7.56,7.35,0.25,136.05,278.73,4.56,4.85,139.4,86.67,0.14,600,success,1.8375,1.2125,32.14,0.3787
Qwen3 (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,256,255,128,4096,1,6.78,2.33,129.01,129.01,130.12,,8.08,8.08,8.08,0.25,123.76,15.84,4.56,4.61,139.4,88.52,0.63,120,success,2.02,1.1525,32.25,
Qwen3 (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,1024,1025,128,4096,1,6.78,2.33,139.56,139.56,140.37,,7.36,7.37,7.36,0.25,135.87,17.38,4.56,4.72,139.4,90.39,1.24,300,success,1.84,1.18,34.89,
Qwen3 (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,2048,2045,128,4096,1,6.78,2.33,153.77,153.77,154.27,,6.71,6.72,6.71,0.25,149.03,19.07,4.56,4.86,139.4,91.69,1.59,600,success,1.6775,1.215,38.44,
GLM-Edge (4B),4.0,1,2,4,1,[0],True,decode,False,short,28,256,4096,1,7.01,2.63,237.1,237.1,237.1,4.16,4.16,4.17,4.16,1.0,240.38,61.58,4.7,4.72,68.41,25.05,1.0,300,success,1.04,1.18,59.27,0.2202
GLM-Edge (4B),4.0,1,2,4,1,[0],True,decode,False,short,28,1024,4096,1,7.01,2.63,237.26,237.26,238.29,3.99,3.99,3.99,3.99,1.0,250.63,256.79,4.7,4.78,68.41,25.06,1.0,1200,success,0.9975,1.195,59.31,0.2086
GLM-Edge (4B),4.0,1,2,4,1,[0],True,decode,False,short,28,2048,4096,1,7.01,2.63,237.2,237.2,237.88,3.8,3.8,3.81,3.8,1.0,263.16,538.52,4.7,4.84,68.41,25.06,1.0,2400,success,0.95,1.21,59.3,0.1964
GLM-Edge (4B),4.0,1,2,4,1,[0],True,prefill,False,256,306,128,4096,1,7.01,2.63,245.33,245.33,245.51,,4.05,4.06,4.05,1.0,246.91,31.57,4.7,4.73,68.41,25.05,1.0,300,success,1.0125,1.1825,61.33,
GLM-Edge (4B),4.0,1,2,4,1,[0],True,prefill,False,1024,1230,128,4096,1,7.01,2.63,268.05,268.05,270.71,,3.75,3.75,3.75,1.0,266.67,34.12,4.7,4.8,68.41,25.06,1.0,1200,success,0.9375,1.2,67.01,
GLM-Edge (4B),4.0,1,2,4,1,[0],True,prefill,False,2048,2454,128,4096,1,1.05,2.63,295.3,295.3,295.73,,3.42,3.42,3.42,1.0,292.4,37.48,4.7,4.88,68.71,25.07,1.0,2400,success,0.855,1.22,73.83,
GLM-Edge (4B),4.0,1,2,4,2,"[0, 1]",True,decode,False,short,28,256,4096,1,1.05,2.63,203.57,203.57,203.97,4.83,4.83,4.83,4.83,0.58,207.04,52.99,4.7,4.72,68.71,48.72,1.44,300,success,1.2075,1.18,50.89,0.2559
GLM-Edge (4B),4.0,1,2,4,2,"[0, 1]",True,decode,False,short,28,1024,4096,1,1.05,2.63,203.77,203.77,204.0,4.64,4.64,4.64,4.64,0.58,215.52,220.65,4.7,4.78,68.71,48.81,1.42,1200,success,1.16,1.195,50.94,0.2427
GLM-Edge (4B),4.0,1,2,4,2,"[0, 1]",True,decode,False,short,28,2048,4096,1,1.05,2.63,203.9,203.9,203.97,4.43,4.43,4.43,4.43,0.58,225.73,462.47,4.7,4.84,68.71,48.64,1.41,2400,success,1.1075,1.21,50.98,0.2287
GLM-Edge (4B),4.0,1,2,4,2,"[0, 1]",True,prefill,False,256,306,128,4096,1,1.05,2.63,211.66,211.66,211.92,,4.71,4.72,4.71,0.58,212.31,27.16,4.7,4.73,68.71,49.0,1.56,300,success,1.1775,1.1825,52.91,
GLM-Edge (4B),4.0,1,2,4,2,"[0, 1]",True,prefill,False,1024,1230,128,4096,1,1.05,2.63,230.54,230.54,230.58,,4.35,4.36,4.35,0.58,229.89,29.39,4.7,4.8,68.71,49.37,1.71,1200,success,1.0875,1.2,57.63,
GLM-Edge (4B),4.0,1,2,4,2,"[0, 1]",True,prefill,False,2048,2454,128,4096,1,1.05,2.63,253.98,253.98,254.25,,3.99,3.99,3.99,0.58,250.63,32.09,4.7,4.88,68.71,49.46,1.74,2400,success,0.9975,1.22,63.49,
GLM-Edge (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,256,4096,1,1.05,2.63,121.33,121.33,124.7,8.42,8.42,8.44,8.42,0.51,118.76,30.39,4.7,4.72,68.71,87.6,0.11,300,success,2.105,1.18,30.33,0.4462
GLM-Edge (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,1024,4096,1,1.05,2.63,122.18,122.18,124.77,8.1,8.1,8.11,8.1,0.51,123.46,126.43,4.7,4.78,68.71,87.45,0.08,1200,success,2.025,1.195,30.55,0.4236
GLM-Edge (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,28,2048,4096,1,1.05,2.63,121.3,121.3,126.73,7.72,7.72,7.72,7.72,0.51,129.53,265.36,4.7,4.84,68.71,87.07,0.07,2400,success,1.93,1.21,30.32,0.3986
GLM-Edge (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,256,306,128,4096,1,1.05,2.63,124.42,124.42,125.07,,8.3,8.34,8.3,0.51,120.48,15.41,4.7,4.73,68.71,90.38,0.8,300,success,2.075,1.1825,31.11,
GLM-Edge (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,1024,1230,128,4096,1,1.05,2.63,136.25,136.25,138.86,,7.6,7.64,7.6,0.51,131.58,16.85,4.7,4.8,68.71,92.09,1.55,1200,success,1.9,1.2,34.06,
GLM-Edge (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,2048,2454,128,4096,1,1.05,2.63,148.14,148.14,148.37,,6.94,6.95,6.94,0.51,144.09,18.43,4.7,4.88,68.71,93.6,1.88,2400,success,1.735,1.22,37.03,
GLM-Edge (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,256,4096,1,1.05,2.63,120.37,120.37,120.87,8.44,8.44,8.46,8.44,0.25,118.48,30.34,4.7,4.72,68.71,87.75,0.12,300,success,2.11,1.18,30.09,0.4469
GLM-Edge (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,1024,4096,1,1.05,2.63,121.81,121.81,123.07,8.11,8.11,8.11,8.11,0.25,123.3,126.24,4.7,4.78,68.71,87.36,0.08,1200,success,2.0275,1.195,30.45,0.4242
GLM-Edge (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,28,2048,4096,1,1.05,2.63,122.25,122.25,122.87,7.71,7.71,7.72,7.71,0.25,129.7,265.77,4.7,4.84,68.71,87.15,0.06,2400,success,1.9275,1.21,30.56,0.398
GLM-Edge (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,256,306,128,4096,1,1.05,2.63,125.11,125.11,127.92,,8.29,8.32,8.29,0.26,120.63,15.43,4.7,4.73,68.71,89.91,0.82,300,success,2.0725,1.1825,31.28,
GLM-Edge (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,1024,1230,128,4096,1,1.05,2.63,136.42,136.42,136.75,,7.59,7.6,7.59,0.25,131.75,16.86,4.7,4.8,68.71,92.29,1.57,1200,success,1.8975,1.2,34.1,
GLM-Edge (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,2048,2454,128,4096,1,1.05,2.63,150.04,150.04,150.21,,6.91,6.92,6.91,0.25,144.72,18.51,4.7,4.88,68.71,93.54,1.88,2400,success,1.7275,1.22,37.51,
GPT-OSS (4B),4.0,1,2,4,1,[0],True,decode,False,short,27,256,4096,1,8.18,3.01,230.13,230.13,232.42,4.32,4.32,4.33,4.32,1.0,231.48,59.31,3.42,3.46,130.37,25.05,1.0,120,success,1.08,0.865,57.53,0.3119
GPT-OSS (4B),4.0,1,2,4,1,[0],True,decode,False,short,27,1024,4096,1,8.18,3.01,228.58,228.58,230.84,4.17,4.17,4.18,4.17,1.0,239.81,245.41,3.42,3.56,130.37,25.05,1.0,300,success,1.0425,0.89,57.15,0.293
GPT-OSS (4B),4.0,1,2,4,1,[0],True,decode,False,short,27,2048,4096,1,8.18,3.01,229.26,229.26,229.54,3.99,3.99,3.99,3.99,1.0,250.63,513.82,3.42,3.69,130.37,25.05,1.0,600,success,0.9975,0.9225,57.31,0.27
GPT-OSS (4B),4.0,1,2,4,1,[0],True,prefill,False,256,255,128,4096,1,8.18,3.01,235.61,235.61,236.64,,4.24,4.26,4.24,1.0,235.85,30.18,3.42,3.47,130.37,25.07,1.0,120,success,1.06,0.8675,58.9,
GPT-OSS (4B),4.0,1,2,4,1,[0],True,prefill,False,1024,1025,128,4096,1,8.18,3.01,257.73,257.73,257.88,,3.97,3.97,3.97,1.0,251.89,32.22,3.42,3.57,130.37,25.04,1.0,300,success,0.9925,0.8925,64.43,
GPT-OSS (4B),4.0,1,2,4,1,[0],True,prefill,False,2048,2045,128,4096,1,8.18,3.01,277.94,277.94,279.37,,3.67,3.68,3.67,1.0,272.48,34.85,3.42,3.7,130.37,25.04,1.0,600,success,0.9175,0.925,69.48,
GPT-OSS (4B),4.0,1,2,4,2,"[0, 1]",True,decode,False,short,27,256,4096,1,8.18,3.01,199.39,199.39,199.52,4.97,4.97,4.97,4.97,0.58,201.21,51.54,3.42,3.46,130.37,48.88,1.51,120,success,1.2425,0.865,49.85,0.3589
GPT-OSS (4B),4.0,1,2,4,2,"[0, 1]",True,decode,False,short,27,1024,4096,1,8.18,3.01,199.65,199.65,202.59,4.75,4.75,4.75,4.75,0.57,210.53,215.47,3.42,3.56,130.37,48.78,1.47,300,success,1.1875,0.89,49.91,0.3337
GPT-OSS (4B),4.0,1,2,4,2,"[0, 1]",True,decode,False,short,27,2048,4096,1,8.18,3.01,200.29,200.29,200.88,4.5,4.5,4.5,4.5,0.56,222.22,454.74,3.42,3.69,130.37,48.67,1.42,600,success,1.125,0.9225,50.07,0.3051
GPT-OSS (4B),4.0,1,2,4,2,"[0, 1]",True,prefill,False,256,255,128,4096,1,8.18,3.01,206.38,206.38,206.45,,4.87,4.87,4.87,0.57,205.34,26.29,3.42,3.47,130.37,49.1,1.6,120,success,1.2175,0.8675,51.59,
GPT-OSS (4B),4.0,1,2,4,2,"[0, 1]",True,prefill,False,1024,1025,128,4096,1,8.18,3.01,226.08,226.08,226.35,,4.5,4.51,4.5,0.57,222.22,28.41,3.42,3.57,130.37,49.26,1.66,300,success,1.125,0.8925,56.52,
GPT-OSS (4B),4.0,1,2,4,2,"[0, 1]",True,prefill,False,2048,2045,128,4096,1,8.18,3.01,251.03,251.03,251.32,,4.09,4.1,4.09,0.56,244.5,31.29,3.42,3.7,130.37,49.31,1.68,600,success,1.0225,0.925,62.76,
GPT-OSS (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,27,256,4096,1,8.18,3.01,120.01,120.01,120.7,8.5,8.5,8.54,8.5,0.49,117.65,30.11,3.42,3.46,130.37,89.25,0.25,120,success,2.125,0.865,30.0,0.6144
GPT-OSS (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,27,1024,4096,1,8.18,3.01,120.09,120.09,121.43,7.95,7.95,8.13,7.95,0.48,125.79,128.88,3.42,3.56,130.37,87.48,0.25,300,success,1.9875,0.89,30.02,0.5579
GPT-OSS (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,27,2048,4096,1,8.18,3.01,120.41,120.41,120.72,7.68,7.68,7.69,7.68,0.48,130.21,266.83,3.42,3.69,130.37,87.54,0.15,600,success,1.92,0.9225,30.1,0.52
GPT-OSS (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,256,255,128,4096,1,8.18,3.01,123.02,123.02,123.59,,8.35,8.36,8.35,0.49,119.76,15.33,3.42,3.47,130.37,90.98,0.81,120,success,2.0875,0.8675,30.75,
GPT-OSS (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,1024,1025,128,4096,1,8.18,3.01,134.42,134.42,135.52,,7.69,7.7,7.69,0.48,130.04,16.64,3.42,3.57,130.37,92.1,1.38,300,success,1.9225,0.8925,33.6,
GPT-OSS (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,2048,2045,128,4096,1,8.18,3.01,151.08,151.08,151.29,,7.03,7.05,7.03,0.48,142.25,18.2,3.42,3.7,130.37,93.12,1.69,600,success,1.7575,0.925,37.77,
GPT-OSS (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,27,256,4096,1,8.18,3.01,119.93,119.93,120.22,8.52,8.52,8.54,8.52,0.25,117.37,30.04,3.42,3.46,130.37,89.34,0.25,120,success,2.13,0.865,29.98,0.6158
GPT-OSS (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,27,1024,4096,1,8.18,3.01,119.01,119.01,119.96,8.15,8.15,8.15,8.15,0.24,122.7,125.64,3.42,3.56,130.37,88.72,0.19,300,success,2.0375,0.89,29.75,0.5723
GPT-OSS (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,27,2048,4096,1,8.18,3.01,123.9,123.9,126.03,7.53,7.53,7.56,7.53,0.24,132.8,271.88,3.42,3.69,130.37,86.72,0.18,600,success,1.8825,0.9225,30.98,0.5103
GPT-OSS (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,256,255,128,4096,1,8.18,3.01,124.77,124.77,124.81,,8.35,8.35,8.35,0.25,119.76,15.33,3.42,3.47,130.37,90.64,0.81,120,success,2.0875,0.8675,31.19,
GPT-OSS (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,1024,1025,128,4096,1,8.18,3.01,135.69,135.69,135.9,,7.71,7.72,7.71,0.24,129.7,16.59,3.42,3.57,130.37,92.16,1.39,300,success,1.9275,0.8925,33.92,
GPT-OSS (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,2048,2045,128,4096,1,8.18,3.01,151.04,151.04,151.06,,7.04,7.05,7.04,0.24,142.05,18.18,3.42,3.7,130.37,93.1,1.69,600,success,1.76,0.925,37.76,
Gemma 3 (4B),4.0,1,2,4,1,[0],True,decode,False,short,29,256,4096,1,6.81,2.32,248.44,248.44,249.46,4.01,4.01,4.03,4.01,1.0,249.38,64.02,4.32,4.38,241.53,25.05,1.0,120,success,1.0025,1.095,62.11,0.2291
Gemma 3 (4B),4.0,1,2,4,1,[0],True,decode,False,short,29,1024,4096,1,6.81,2.32,247.68,247.68,249.07,3.9,3.9,3.9,3.9,1.0,256.41,262.86,4.32,4.57,241.53,25.06,1.0,300,success,0.975,1.1425,61.92,0.2133
Gemma 3 (4B),4.0,1,2,4,1,[0],True,decode,False,short,29,2048,4096,1,6.81,2.32,248.99,248.99,250.02,3.72,3.72,3.74,3.72,1.0,268.82,550.21,4.32,4.81,241.53,25.07,1.0,600,success,0.93,1.2025,62.25,0.1935
Gemma 3 (4B),4.0,1,2,4,1,[0],True,prefill,False,256,257,128,4096,1,6.81,2.32,255.78,255.78,264.94,,3.94,3.95,3.94,1.0,253.81,32.77,4.32,4.41,241.53,25.04,1.0,120,success,0.985,1.1025,63.95,
Gemma 3 (4B),4.0,1,2,4,1,[0],True,prefill,False,1024,1027,128,4096,1,6.81,2.32,268.89,268.89,270.5,,3.79,3.79,3.79,1.0,263.85,34.07,4.32,4.59,241.53,25.04,1.0,300,success,0.9475,1.1475,67.22,
Gemma 3 (4B),4.0,1,2,4,1,[0],True,prefill,False,2048,2047,128,4096,1,6.81,2.32,283.77,283.77,284.3,,3.57,3.59,3.57,1.0,280.11,36.12,4.32,4.83,241.53,25.05,1.0,600,success,0.8925,1.2075,70.94,
Gemma 3 (4B),4.0,1,2,4,2,"[0, 1]",True,decode,False,short,29,256,4096,1,6.81,2.32,213.12,213.12,213.13,4.65,4.65,4.65,4.65,0.58,215.05,55.22,4.32,4.38,241.53,48.46,1.34,120,success,1.1625,1.095,53.28,0.2656
Gemma 3 (4B),4.0,1,2,4,2,"[0, 1]",True,decode,False,short,29,1024,4096,1,6.81,2.32,213.78,213.78,215.86,4.49,4.49,4.49,4.49,0.58,222.72,228.37,4.32,4.57,241.53,48.43,1.32,300,success,1.1225,1.1425,53.45,0.2455
Gemma 3 (4B),4.0,1,2,4,2,"[0, 1]",True,decode,False,short,29,2048,4096,1,6.81,2.32,214.0,214.0,214.49,4.38,4.38,4.39,4.38,0.59,228.31,467.84,4.32,4.81,241.53,48.42,1.32,600,success,1.095,1.2025,53.5,0.2276
Gemma 3 (4B),4.0,1,2,4,2,"[0, 1]",True,prefill,False,256,257,128,4096,1,6.81,2.32,218.9,218.9,219.03,,4.62,4.64,4.62,0.59,216.45,27.89,4.32,4.41,241.53,48.76,1.46,120,success,1.155,1.1025,54.73,
Gemma 3 (4B),4.0,1,2,4,2,"[0, 1]",True,prefill,False,1024,1027,128,4096,1,6.81,2.32,229.33,229.33,229.73,,4.43,4.43,4.43,0.58,225.73,29.12,4.32,4.59,241.53,49.02,1.57,300,success,1.1075,1.1475,57.33,
Gemma 3 (4B),4.0,1,2,4,2,"[0, 1]",True,prefill,False,2048,2047,128,4096,1,6.81,2.32,242.64,242.64,243.07,,4.21,4.21,4.21,0.59,237.53,30.66,4.32,4.83,241.53,49.2,1.64,600,success,1.0525,1.2075,60.66,
Gemma 3 (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,29,256,4096,1,6.81,2.32,132.88,132.88,136.74,7.66,7.66,7.71,7.66,0.48,130.55,33.55,4.32,4.38,241.53,83.96,0.05,120,success,1.915,1.095,33.22,0.4373
Gemma 3 (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,29,1024,4096,1,6.81,2.32,134.06,134.06,134.31,7.39,7.39,7.56,7.39,0.47,135.32,138.66,4.32,4.57,241.53,84.72,0.08,300,success,1.8475,1.1425,33.52,0.4044
Gemma 3 (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,decode,True,short,29,2048,4096,1,6.81,2.32,130.43,130.43,131.74,7.27,7.27,7.28,7.27,0.49,137.55,281.79,4.32,4.81,241.53,84.75,0.11,600,success,1.8175,1.2025,32.61,0.3779
Gemma 3 (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,256,257,128,4096,1,6.81,2.32,139.78,139.78,141.89,,7.44,7.68,7.44,0.47,134.41,17.33,4.32,4.41,241.53,84.41,0.5,120,success,1.86,1.1025,34.95,
Gemma 3 (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,1024,1027,128,4096,1,6.81,2.32,142.84,142.84,143.09,,7.39,7.4,7.39,0.49,135.32,17.45,4.32,4.59,241.53,89.38,1.09,300,success,1.8475,1.1475,35.71,
Gemma 3 (4B),4.0,1,2,4,4,"[0, 1, 2, 3]",True,prefill,True,2048,2047,128,4096,1,6.81,2.32,149.3,149.3,151.24,,7.03,7.08,7.03,0.49,142.25,18.34,4.32,4.83,241.53,90.39,1.41,600,success,1.7575,1.2075,37.33,
Gemma 3 (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,29,256,4096,1,6.81,2.32,133.63,133.63,136.41,7.8,7.8,7.87,7.8,0.24,128.21,32.94,4.32,4.38,241.53,85.07,0.09,120,success,1.95,1.095,33.41,0.4454
Gemma 3 (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,29,1024,4096,1,6.81,2.32,131.12,131.12,135.92,7.59,7.59,7.59,7.59,0.24,131.75,135.07,4.32,4.57,241.53,84.24,0.03,300,success,1.8975,1.1425,32.78,0.4151
Gemma 3 (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,decode,True,short,29,2048,4096,1,6.81,2.32,132.74,132.74,134.71,7.28,7.28,7.33,7.28,0.24,137.36,281.47,4.32,4.81,241.53,83.57,0.03,600,success,1.82,1.2025,33.19,0.3784
Gemma 3 (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,256,257,128,4096,1,6.81,2.32,133.08,133.08,133.28,,7.77,7.79,7.77,0.25,128.7,16.61,4.32,4.41,241.53,87.02,0.5,120,success,1.9425,1.1025,33.27,
Gemma 3 (4B),4.0,1,2,4,8,"[0, 1, 2, 3]",True,prefill,True,1024,1027,128,4096,1,6.81,2.32,141.76,141.76,142.13,,7.43,7.44,7.43,0.25,134.59,17.37,4.32,4.59,241.53,89.16,1.03,300,success,1.8575,1.1475,35.44,
